orderCode;serviceCode;subService;serviceId
1000014860;GA;;3235
1000014859;GO;;6203
1000014859;GO;;6206
1000014859;GO;;6199
1000014859;GO;;6204
1000014859;GO;;6195
1000014859;GO;;6201
1000014859;GO;;6208
1000014859;GO;;6197
1000014858;GO;;6209
1000014858;GO;;6207
1000014858;GO;;6198
1000014858;GO;;6194
1000014858;GO;;6205
1000014858;GO;;6200
1000014858;GO;;6196
1000014858;GO;;6202
1000014857;GO;;6193
1000014856;GO;;6189
1000014856;GO;;6188
1000014856;GO;;6191
1000014856;GO;;6190
1000014856;GO;;6192
1000014856;GO;;6187
1000014855;CO;;28
1000014854;GA;;3234
1000014853;CO;;27
1000014852;CO;;26
1000014851;TL;;14655
1000014850;CO;;25
1000014849;GA;;3233
1000014848;GO;;6175
1000014848;GO;;6178
1000014848;GO;;6181
1000014848;GO;;6179
1000014848;GO;;6182
1000014848;GO;;6176
1000014848;GO;;6180
1000014848;GO;;6185
1000014848;GO;;6184
1000014848;GO;;6186
1000014848;GO;;6183
1000014848;GO;;6177
1000014847;GA;;3232
1000014846;TK;;5001179
1000014845;FI;;125395
1000014844;TK;;5001178
1000014843;TK;;5001177
1000014842;GA;;3231
1000014841;TK;;5001176
1000014840;GO;;6173
1000014840;GO;;6174
1000014839;CO;;21
1000014837;FI;;125374
1000014836;TL;;14654
1000014835;TL;;14653
1000014834;FI;;125389
1000014833;TL;;14652
1000014832;TL;;14651
1000014831;TK;;5001175
1000014830;TL;;14650
1000014829;TL;;14649
1000014828;TL;;14648
1000014827;FI;;125384
1000014827;FI;;125379
1000014826;TL;;14647
1000014825;FI;;125374
1000014824;GO;;6170
1000014824;GO;;6171
1000014824;GO;;6169
1000014824;GO;;6172
1000014823;GA;;3230
1000014822;FI;;125369
1000014821;FI;;125369
1000014820;XE;;1081
1000014819;GO;;6168
1000014819;GO;;6166
1000014819;GO;;6167
1000014818;GO;;6165
1000014818;GO;;6163
1000014818;GO;;6164
1000014817;TL;;14646
1000014816;GA;;3229
1000014815;TK;;5001174
1000014814;TK;;5001173
1000014813;TK;;5001172
1000014812;TK;;5001171
1000014811;TK;;5001170
1000014810;GA;;3228
1000014809;GA;;3227
1000014808;TL;;14645
1000014807;GO;;6161
1000014807;GO;;6162
1000014807;GO;;6153
1000014807;GO;;6157
1000014807;GO;;6154
1000014807;GO;;6155
1000014807;GO;;6156
1000014807;GO;;6160
1000014807;GO;;6158
1000014807;GO;;6151
1000014807;GO;;6159
1000014807;GO;;6152
1000014806;TL;;14644
1000014805;TK;;5001169
1000014804;GO;;6150
1000014803;GA;;3226
1000014802;GO;;6149
1000014801;TK;;5001168
1000014800;GO;;6141
1000014800;GO;;6139
1000014800;GO;;6147
1000014800;GO;;6140
1000014800;GO;;6144
1000014800;GO;;6148
1000014800;GO;;6146
1000014800;GO;;6143
1000014800;GO;;6138
1000014800;GO;;6142
1000014800;GO;;6145
1000014799;TK;;5001167
1000014798;GA;;3225
1000014797;GO;;6137
1000014796;TL;;14643
1000014795;TL;;14642
1000014794;GO;;6136
1000014793;GO;;6134
1000014793;GO;;6135
1000014792;GO;;6133
1000014791;GA;;3224
1000014790;GA;;3223
1000014789;TL;;14641
1000014788;TL;;14640
1000014787;GO;;6132
1000014786;TK;;5001166
1000014785;GA;;3222
1000014784;TL;;14639
1000014783;GA;;3221
1000014782;TL;;14638
1000014781;FI;;125364
1000014780;TL;;14637
1000014779;TL;;14636
1000014778;FI;;125359
1000014777;TL;;14635
1000014776;TL;;14634
1000014775;FI;;125354
1000014774;TL;;14633
1000014773;FI;;125349
1000014772;TK;;5001165
1000014771;CO;;6181
1000014770;CO;;6180
1000014769;FI;;125343
1000014768;TL;;14632
1000014767;TL;;14631
1000014766;TL;;14630
1000014765;FI;;125338
1000014764;TL;;14629
1000014763;TL;;14628
1000014762;TL;;14627
1000014761;FI;;125333
1000014760;TL;;14626
1000014759;TL;;14625
1000014758;FI;;125328
1000014757;TL;;14624
1000014756;FI;;125323
1000014755;FI;;125318
1000014754;TL;;14623
1000014753;TL;;14622
1000014752;HO;;CM_VNLINK6211
1000014751;HO;;CM_VNLINK6210
1000014750;HO;;CM_VNLINK6209
1000014749;FI;;125313
1000014748;FI;;125308
1000014747;FI;;125303
1000014746;FI;;125298
1000014745;FI;;125292
1000014744;FI;;125286
1000014743;FI;;125280
1000014742;FI;;125274
1000014741;FI;;125269
1000014740;HO;;CM_VNLINK6208
1000014736;HO;;CM_VNLINK6207
1000014735;HO;;CM_VNLINK6206
1000014734;FI;;125263
1000014733;FI;;125257
1000014732;TK;;5001164
1000014731;GO;;6131
1000014730;FI;;125252
1000014729;FI;;125252
1000014728;FI;;125247
1000014727;TL;;14618
1000014726;FI;;125242
1000014725;TL;;14617
1000014724;FI;;125197
1000014723;CO;;6179
1000014722;FI;;125237
1000014721;FI;;125237
1000014720;TL;;14616
1000014719;HO;;CM_VNLINK6205
1000014718;HO;;CM_VNLINK6204
1000014717;FI;;125232
1000014716;TL;;14615
1000014715;TL;;14614
1000014714;CO;;6178
1000014713;TL;;14613
1000014712;CO;;6177
1000014711;TL;;14612
1000014710;FI;;125232
1000014709;TL;;14611
1000014708;FI;;125227
1000014707;TL;;14610
1000014706;FI;;125217
1000014705;CO;;6176
1000014704;FI;;125217
1000014703;GO;;6114
1000014702;TL;;14609
1000014701;FI;;125222
1000014700;FI;;125217
1000014699;TK;;5001155
1000014698;XE;;1062
1000014697;HO;;CM_VNLINK6203
1000014696;TK;;5001154
1000014695;HO;;CM_VNLINK6202
1000014694;HO;;CM_VNLINK6201
1000014693;TK;;5001153
1000014692;FI;;125212
1000014691;GO;;6113
1000014690;GA;;3203
1000014689;TK;;5001152
1000014688;HO;;CM_VNLINK6200
1000014687;HO;;CM_VNLINK6199
1000014686;HO;;CM_VNLINK6198
1000014685;HO;;CM_VNLINK6197
1000014684;HO;;CM_VNLINK6196
1000014683;TL;;14608
1000014682;HO;;CM_VNLINK6195
1000014681;CO;;6175
1000014680;HO;;CM_VNLINK6194
1000014680;HO;;CM_VNLINK6193
1000014679;CO;;6174
1000014678;TL;;14607
1000014677;TL;;14606
1000014676;FI;;125207
1000014675;FI;;125202
1000014674;FI;;125197
1000014673;FI;;125197
1000014672;HO;;CM_VNLINK6192
1000014671;FI;;125191
1000014671;FI;;125186
1000014670;FI;;125176
1000014670;FI;;125165
1000014669;FI;;125149
1000014668;FI;;125160
1000014667;TL;;14605
1000014666;FI;;125154
1000014665;FI;;125149
1000014664;FI;;125149
1000014663;FI;;125144
1000014662;FI;;125139
1000014661;TL;;14604
1000014660;TL;;14603
1000014659;FI;;125133
1000014658;TL;;14602
1000014657;TL;;14601
1000014656;TL;;14600
1000014655;TL;;14599
1000014654;TL;;14598
1000014653;FI;;125128
1000014652;TL;;14597
1000014651;FI;;125122
1000014650;TL;;14596
1000014649;TL;;14595
1000014648;TL;;14594
1000014647;TL;;14593
1000014646;FI;;125117
1000014645;FI;;125111
1000014644;TL;;14592
1000014643;TL;;14591
1000014642;TL;;14590
1000014641;TL;;14589
1000014640;TL;;14588
1000014639;TL;;14587
1000014638;FI;;125104
1000014637;FI;;125097
1000014636;FI;;125087
1000014635;FI;;125075
1000014634;FI;;125059
1000014633;FI;;125049
1000014632;TL;;14586
1000014631;FI;;125044
1000014630;TL;;14585
1000014629;FI;;125037
1000014628;TK;;5001151
1000014627;TK;;5001150
1000014626;GO;;6112
1000014626;GO;;6111
1000014625;HO;;CM_VNLINK6190
1000014625;HO;;CM_VNLINK6191
1000014624;CO;;6173
1000014623;CO;;6172
1000014622;TL;;14584
1000014621;FI;;125024
1000014621;FI;;125011
1000014620;CO;;6171
1000014619;CO;;6170
1000014618;TK;;5001149
1000014617;XE;;1061
1000014616;GA;;3202
1000014615;HO;;CM_VNLINK6189
1000014614;TK;;5001148
1000014613;TK;;5001147
1000014612;TL;;14583
1000014611;TL;;14582
1000014610;FI;;124991
1000014609;HO;;CM_VNLINK6188
1000014608;TL;;14581
1000014607;HO;;CM_VNLINK6187
1000014606;FI;;124986
1000014605;GA;;3201
1000014604;HO;;CM_VNLINK6186
1000014603;HO;;CM_VNLINK6185
1000014602;FI;;124980
1000014601;CO;;6169
1000014600;TK;;5001146
1000014599;HO;;CM_VNLINK6184
1000014598;HO;;CM_VNLINK6183
1000014597;TK;;5001145
1000014596;CO;;6168
1000014595;TL;;14580
1000014594;TK;;5001144
1000014593;HO;;CM_VNLINK6182
1000014592;TL;;14579
1000014591;FI;;124974
1000014590;TL;;14578
1000014589;CO;;6167
1000014588;CO;;6166
1000014587;CO;;6165
1000014586;CO;;6164
1000014585;TL;;14577
1000014584;HO;;CM_VNLINK6180
1000014584;HO;;CM_VNLINK6176
1000014584;HO;;CM_VNLINK6178
1000014584;HO;;CM_VNLINK6181
1000014584;HO;;CM_VNLINK6179
1000014584;HO;;CM_VNLINK6177
1000014583;FI;;124969
1000014582;FI;;124964
1000014581;TL;;14576
1000014580;TL;;14575
1000014579;FI;;124959
1000014578;TL;;14574
1000014577;FI;;124854
1000014576;FI;;124948
1000014576;FI;;124938
1000014575;FI;;124854
1000014574;FI;;124854
1000014573;TL;;14573
1000014572;TL;;14572
1000014571;TL;;14571
1000014570;HO;;CM_VNLINK6175
1000014569;TL;;14570
1000014568;CO;;6163
1000014567;FI;;124918
1000014567;FI;;124927
1000014566;TL;;14569
1000014565;TL;;14568
1000014564;FI;;124912
1000014563;FI;;124854
1000014562;FI;;124907
1000014561;HO;;CM_VNLINK6174
1000014559;HO;;CM_VNLINK6172
1000014558;FI;;124902
1000014557;HO;;CM_VNLINK6171
1000014556;FI;;124854
1000014555;HO;;CM_VNLINK6170
1000014554;FI;;124882
1000014554;FI;;124891
1000014553;FI;;124873
1000014552;FI;;124864
1000014551;TL;;14567
1000014550;FI;;124859
1000014549;FI;;124854
1000014548;HO;;CM_VNLINK6169
1000014547;FI;;124848
1000014546;TL;;14566
1000014545;TL;;14565
1000014544;HO;;CM_VNLINK6168
1000014543;FI;;124842
1000014542;FI;;124837
1000014541;FI;;124832
1000014540;FI;;124827
1000014539;FI;;124822
1000014538;FI;;124809
1000014538;FI;;124795
1000014537;FI;;124790
1000014536;HO;;CM_VNLINK6166
1000014536;HO;;CM_VNLINK6167
1000014535;FI;;124766
1000014535;FI;;124778
1000014534;TL;;14564
1000014533;CO;;6162
1000014532;FI;;124760
1000014531;HO;;CM_VNLINK6163
1000014531;HO;;CM_VNLINK6164
1000014531;HO;;CM_VNLINK6165
1000014530;FI;;124749
1000014530;FI;;124736
1000014529;CO;;6161
1000014528;TL;;14563
1000014527;FI;;124730
1000014526;TL;;14562
1000014525;TL;;14561
1000014511;TL;;14544
1000014510;TL;;14543
1000014509;TL;;14542
1000014508;FI;;124710
1000014507;XE;;1042
1000014506;TL;;14541
1000014505;XE;;1041
1000014503;TL;;14523
1000014502;TL;;14522
1000014501;TL;;14521
1000014500;HO;;CM_VNLINK6150
1000014499;TL;;14520
1000014498;TL;;14519
1000014497;FI;;124703
1000014496;TL;;14518
1000014495;TL;;14517
1000014494;FI;;124697
1000014493;FI;;124692
1000014492;CO;;6146
1000014491;TL;;14516
1000014490;TL;;14515
1000014489;FI;;124687
1000014488;FI;;124680
1000014487;CO;;6145
1000014486;CO;;6144
1000014485;CO;;6143
1000014484;CO;;6142
1000014483;CO;;6141
1000014482;TL;;14513
1000014481;FI;;124675
1000014480;TL;;14512
1000014479;TL;;14511
1000014478;TL;;14510
1000014477;GA;;3182
1000014476;GA;;3181
1000014475;TL;;14509
1000014474;FI;;124670
1000014473;TL;;14508
1000014472;HO;;CM_VNLINK6149
1000014471;TL;;14507
1000014470;FI;;124663
1000014469;XE;;1032
1000014468;TL;;14506
1000014467;TL;;14505
1000014466;TL;;14504
1000014465;HO;;CM_VNLINK6148
1000014464;TK;;5001126
1000014463;HO;;CM_VNLINK6147
1000014462;TL;;14503
1000014461;TL;;14502
1000014460;TL;;14501
1000014459;TK;cinema;5001125
1000014458;XE;;1031
1000014457;FI;;124657
1000014456;FI;;124652
1000014455;FI;;124652
1000014454;FI;;124647
1000014453;FI;;124642
1000014452;FI;;124636
1000014451;FI;;124631
1000014450;XE;;1030
1000014449;XE;;1029
1000014448;TL;;14500
1000014447;XE;;1028
1000014446;XE;;1027
1000014445;XE;;1026
1000014444;TL;;14499
1000014443;TL;;14498
1000014442;XE;;1025
1000014441;TL;;14497
1000014440;FI;;124624
1000014439;FI;;124612
1000014438;XE;;1024
1000014437;XE;;1023
1000014436;XE;;1021
1000014435;TL;;14496
1000014434;FI;;124617
1000014433;FI;;124612
1000014432;TL;;14495
1000014431;TL;;14494
1000014430;TL;;14493
1000014429;FI;;124612
1000014428;FI;;124605
1000014427;TL;;14492
1000014426;FI;;124599
1000014425;TL;;14491
1000014424;HO;;CM_VNLINK6146
1000014423;TL;;14490
1000014422;FI;;124593
1000014421;GO;;6091
1000014420;TL;;14489
1000014419;FI;;124587
1000014418;HO;;CM_VNLINK6145
1000014417;FI;;124581
1000014416;HO;;CM_VNLINK6144
1000014415;TK;;5001124
1000014414;CO;;6121
1000014413;FI;;124576
1000014412;TL;;14488
1000014411;TL;;14487
1000014410;HO;;CM_VNLINK6143
1000014409;TL;;14486
1000014408;TL;;14485
1000014407;TL;;14484
1000014406;FI;;124570
1000014405;TL;;14483
1000014397;FI;;124552
1000014396;FI;;124547
1000014395;HO;;CM_VNLINK6132
1000014394;TL;;14482
1000014393;TL;;14481
1000014392;TL;;14480
1000014391;TL;;14479
1000014390;TL;;14478
1000014389;TL;;14477
1000014388;TL;;14476
1000014387;TL;;14475
1000014386;FI;;124542
1000014385;TL;;14474
1000014384;TL;;14473
1000014383;TL;;14472
1000014382;TL;;14471
1000014381;HO;;CM_VNLINK6131
1000014380;TL;;14470
1000014379;FI;;124537
1000014378;FI;;124531
1000014377;FI;;124525
1000014376;TL;;14469
1000014375;TK;;5001117
1000014374;FI;;124520
1000014373;FI;;124515
1000014372;TK;;5001116
1000014371;FI;;124510
1000014370;TL;;14468
1000014369;FI;;124510
1000014368;TL;;14467
1000014367;TL;;14466
1000014366;TL;;14465
1000014365;CO;;6117
1000014364;HO;;CM_VNLINK6130
1000014363;HO;;CM_VNLINK6129
1000014363;HO;;CM_VNLINK6128
1000014362;CO;;6116
1000014361;HO;;CM_VNLINK6126
1000014361;HO;;CM_VNLINK6127
1000014360;CO;;6115
1000014359;TL;;14464
1000014358;TK;;5001115
1000014357;TK;;5001114
1000014356;HO;;CM_VNLINK6124
1000014356;HO;;CM_VNLINK6125
1000014355;CO;;6114
1000014354;CO;;6113
1000014353;CO;;6112
1000014352;TL;;14463
1000014351;FI;;124505
1000014350;CO;;6111
1000014349;CO;;6110
1000014348;CO;;6109
1000014347;CO;;6108
1000014346;CO;;6107
1000014345;CO;;6106
1000014344;FI;;124500
1000014343;CO;;6105
1000014342;CO;;6104
1000014341;CO;;6103
1000014340;CO;;6102
1000014339;TL;;14462
1000014338;HO;;CM_VNLINK6123
1000014337;TK;;5001113
1000014336;HO;;CM_VNLINK6122
1000014335;CO;;6101
1000014334;TK;;5001112
1000014333;TL;;14461
1000014332;TK;;5001111
1000014331;HO;;CM_VNLINK6121
1000014330;FI;;124495
1000014329;GO;;6075
1000014328;TK;;5001110
1000014327;TK;;5001109
1000014326;CO;;6100
1000014325;GO;;6074
1000014324;CO;;6099
1000014323;CO;;6098
1000014322;HO;;CM_VNLINK6120
1000014321;HO;;CM_VNLINK6119
1000014320;CO;;6097
1000014319;HO;;CM_VNLINK6118
1000014318;HO;;CM_VNLINK6117
1000014317;CO;;6096
1000014316;TK;;5001108
1000014315;FI;;124490
1000014314;GO;;6073
1000014313;HO;;CM_VNLINK6116
1000014312;TL;;14453
1000014311;FI;;124485
1000014310;TL;;14452
1000014309;TL;;14451
1000014308;TL;;14450
1000014307;TL;;14449
1000014306;CO;;6095
1000014305;CO;;6094
1000014304;CO;;6093
1000014303;CO;;6092
1000014302;CO;;6091
1000014301;TL;;14448
1000014300;FI;;124479
1000014299;CO;;6090
1000014298;HO;;CM_VNLINK6115
1000014298;HO;;CM_VNLINK6114
1000014297;CO;;6089
1000014296;CO;;6088
1000014295;HO;;CM_VNLINK6113
1000014294;TK;;5001107
1000014293;CO;;6087
1000014292;HO;;CM_VNLINK6112
1000014291;HO;;CM_VNLINK6111
1000014290;TL;;14447
1000014289;CO;;6086
1000014288;CO;;6085
1000014287;CO;;6084
1000014286;HO;;CM_VNLINK6110
1000014285;TK;;5001106
1000014284;HO;;CM_VNLINK6109
1000014283;TL;;14446
1000014282;TL;;14445
1000014281;HO;;CM_VNLINK6108
1000014280;TL;;14444
1000014279;HO;;CM_VNLINK6107
1000014278;FI;;124465
1000014278;FI;;124472
1000014277;FI;;124460
1000014277;FI;;124455
1000014276;CO;;6083
1000014275;GO;;6071
1000014275;GO;;6072
1000014274;HO;;CM_VNLINK6106
1000014273;HO;;CM_VNLINK6105
1000014272;TL;;14443
1000014271;HO;;CM_VNLINK6104
1000014270;TK;;5001105
1000014269;TK;;5001104
1000014268;HO;;CM_VNLINK6103
1000014267;CO;;6082
1000014266;CO;;6081
1000014265;FI;;124450
1000014258;CO;;6070
1000014257;CO;;6069
1000014256;CO;;6068
1000014255;CO;;6067
1000014254;CO;;6066
1000014253;CO;;6065
1000014252;CO;;6064
1000014251;CO;;6063
1000014250;BU;;3729
1000014249;CO;;6062
1000014248;CO;;6061
1000014247;TK;;5001094
1000014246;FI;;124442
1000014245;FI;;124436
1000014244;FI;;124430
1000014243;FI;;124425
1000014242;TL;;14435
1000014241;FI;;124420
1000014240;CO;;6060
1000014239;TL;;14434
1000014238;TL;;14433
1000014237;TL;;14432
1000014236;TL;;14431
1000014235;TL;;14430
1000014234;TL;;14429
1000014233;CO;;6059
1000014232;TL;;14428
1000014231;CO;;6058
1000014230;TL;;14427
1000014229;CO;;6057
1000014228;CO;;6056
1000014227;FI;;124415
1000014227;FI;;124410
1000014226;HO;;CM_VNLINK6095
1000014225;CO;;6055
1000014224;HO;;CM_VNLINK6094
1000014223;HO;;CM_VNLINK6093
1000014223;HO;;CM_VNLINK6092
1000014222;CO;;6054
1000014221;HO;;CM_VNLINK6091
1000014220;TL;;14426
1000014219;BU;;3728
1000014218;CO;;6053
1000014217;TK;;5001093
1000014216;CO;;6052
1000014215;TL;;14425
1000014214;TK;;5001092
1000014213;TL;;14424
1000014212;TK;;5001091
1000014211;CO;;6051
1000014210;TK;;5001090
1000014209;CO;;6050
1000014208;HO;;CM_VNLINK6090
1000014207;TK;;5001089
1000014206;CO;;6049
1000014205;TK;;5001088
1000014204;CO;;6048
1000014203;CO;;6047
1000014202;CO;;6046
1000014201;TL;;14423
1000014200;TK;;5001087
1000014199;CO;;6045
1000014198;CO;;6044
1000014197;HO;;CM_VNLINK6089
1000014197;HO;;CM_VNLINK6088
1000014196;CO;;6043
1000014195;HO;;CM_VNLINK6087
1000014194;CO;;6042
1000014193;HO;;CM_VNLINK6086
1000014192;HO;;CM_VNLINK6085
1000014192;HO;;CM_VNLINK6084
1000014191;CO;;6041
1000014190;TL;;14422
1000014189;TK;;5001086
1000014188;TK;;5001085
1000014187;TK;;5001084
1000014186;HO;;CM_VNLINK6083
1000014185;TL;;14421
1000014168;TL;;14404
1000014167;TL;;14403
1000014166;TL;;14402
1000014165;TL;;14401
1000014151;CO;;6025
1000014150;HO;;CM_VNLINK6076
1000014149;CO;;6024
1000014148;CO;;6023
1000014147;HO;;CM_VNLINK6075
1000014146;HO;;CM_VNLINK6074
1000014145;CO;;6022
1000014144;CO;;6021
1000014143;TK;;5001081
1000014142;CO;;6020
1000014141;HO;;CM_VNLINK6073
1000014140;FI;;124384
1000014139;CO;;6019
1000014138;FI;;124377
1000014137;TK;;5001080
1000014136;CO;;6018
1000014135;CO;;6017
1000014134;CO;;6016
1000014133;HO;;CM_VNLINK6072
1000014132;CO;;6015
1000014131;CO;;6014
1000014130;CO;;6013
1000014129;CO;;6012
1000014128;TK;;5001079
1000014127;TK;;5001078
1000014126;CO;;6011
1000014125;CO;;6010
1000014124;TK;;5001077
1000014123;HO;;CM_VNLINK6071
1000014122;HO;;CM_VNLINK6070
1000014121;HO;;CM_VNLINK6068
1000014121;HO;;CM_VNLINK6069
1000014120;HO;;CM_VNLINK6067
1000014119;CO;;6009
1000014118;TL;;14385
1000014117;XE;;1009
1000014116;HO;;CM_VNLINK6066
1000014115;HO;;CM_VNLINK6065
1000014114;HO;;CM_VNLINK6064
1000014113;HO;;CM_VNLINK6063
1000014112;HO;;CM_VNLINK6061
1000014112;HO;;CM_VNLINK6062
1000014111;HO;;CM_VNLINK6060
1000014110;CO;;6008
1000014109;CO;;6007
1000014108;FI;;124372
1000014107;XE;;1008
1000014106;BU;;3712
1000014105;GO;;6052
1000014104;GO;;6051
1000014103;BU;;3710
1000014102;CO;;6006
1000014101;CO;;6005
1000014100;BU;;3709
1000014099;TK;;5001076
1000014098;BU;;3708
1000014097;HO;;CM_VNLINK6059
1000014096;CO;;6004
1000014095;CO;;6003
1000014094;HO;;CM_VNLINK6058
1000014093;CO;;6002
1000014092;HO;;CM_VNLINK6057
1000014092;HO;;CM_VNLINK6056
1000014091;CO;;6001
1000014090;CO;;6000
1000014089;CO;;5999
1000014088;CO;;5998
1000014087;CO;;5997
1000014086;CO;;5996
1000014085;FI;;124366
1000014084;HO;;CM_VNLINK6055
1000014083;HO;;CM_VNLINK6054
1000014082;CO;;5995
1000014081;TK;;5001075
1000014080;TK;;5001074
1000014079;CO;;5994
1000014078;CO;;5993
1000014077;CO;;5992
1000014076;XE;;1007
1000014075;TK;;5001073
1000014074;TL;;14384
1000014073;FI;;124360
1000014072;HO;;CM_VNLINK6053
1000014071;TL;;14383
1000014070;FI;;124355
1000014069;FI;;124350
1000014068;TL;;14382
1000014067;TK;;5001072
1000014066;TK;;5001071
1000014065;TK;;5001070
1000014064;TK;;5001069
1000014063;CO;;5991
1000014062;HO;;CM_VNLINK6052
1000014061;TK;;5001068
1000014060;TK;;5001067
1000014059;TK;;5001066
1000014058;TK;;5001065
1000014057;GA;;3161
1000014056;CO;;5990
1000014055;CO;;5989
1000014054;TK;;5001064
1000014053;TK;;5001063
1000014052;TK;;5001062
1000014051;TK;;5001061
1000014050;TK;;5001060
1000014049;TK;;5001059
1000014048;TK;;5001058
1000014047;HO;;CM_VNLINK6051
1000014046;XE;;1006
1000014045;CO;;5988
1000014044;TK;;5001057
1000014043;HO;;CM_VNLINK6050
1000014042;HO;;CM_VNLINK6049
1000014041;TK;;5001056
1000014040;TK;;5001055
1000014039;CO;;5987
1000014038;HO;;CM_VNLINK6048
1000014037;TK;;5001054
1000014036;HO;;CM_VNLINK6047
1000014035;HO;;CM_VNLINK6046
