orderCode;ID;serviceCode;subService;serviceId;code
1000015336;367915;FI;;126200;TE_4A120
1000015335;367908;FI;;126210;TE_EFED0
1000015334;367901;TL;;14833;14833
1000015333;367895;TL;;14832;14832
1000015332;367889;FI;;126205;TE_551B0
1000015331;367879;TL;;14831;14831
1000015330;367873;TL;;14830;14830
1000015329;367858;HO;;CM_VNLINK6303;5683
1000015328;367851;TL;;14829;14829
1000015327;367841;FI;;126200;TE_4A120
1000015326;367834;FI;;126194;TE_AC7C0
1000015325;367827;FI;;126189;TE_1B1F0
1000015324;367820;TL;;14828;14828
1000015323;367810;FI;;126183;TE_5ED70
1000015322;367801;TL;;14827;14827
1000015321;367795;TL;;14826;14826
1000015320;367789;FI;;126178;TE_53720
1000015319;367782;FI;;126172;TE_22A20
1000015318;367775;TL;;14825;14825
1000015317;367769;FI;;126167;TE_E68D0
1000015316;367762;FI;;126161;TE_8B6F0
1000015315;367747;FI;;126153;TE_E2180
1000015314;367735;GO;;6312;4332
1000015313;367728;GO;;6311;4331
1000015312;367713;FI;;126146;TE_77040
1000015311;367705;TL;;14824;14824
1000015310;367699;TL;;14823;14823
1000015309;367693;TL;;14822;14822
1000015308;367687;FI;;126141;TE_95950
1000015307;367677;FI;;126136;TE_59640
1000015306;367670;TL;;14821;14821
1000015305;367661;FI;;126130;TE_EE290
1000015286;367639;FI;;126117;TE_72500
1000015285;367623;FI;;126110;TE_B6370
1000015284;367614;TL;;14818;14818
1000015283;367608;TL;;14817;14817
1000015282;367598;FI;;126105;TE_BB770
1000015281;367591;TL;;14816;14816
1000015280;367585;TL;;14815;14815
1000015279;367579;TL;;14814;14814
1000015278;367573;TL;;14813;14813
1000015277;367567;TL;;14812;14812
1000015276;367557;FI;;126057;TE_D5790
1000015275;367550;TL;;14811;14811
1000015274;367544;FI;;126099;TE_2AE00
1000015273;367537;FI;;126035;TE_ED6E0
1000015272;367530;TL;;14810;14810
1000015271;367521;FI;;126092;TE_F4300
1000015270;367513;FI;;126087;TE_545B0
1000015269;367506;TL;;14809;14809
1000015268;367500;FI;;126081;TE_7A1A0
1000015267;367489;FI;;126075;TE_67560
1000015266;367482;TL;;14808;14808
1000015265;367476;FI;;126035;TE_ED6E0
1000015264;367465;FI;;126069;TE_6FB00
1000015263;367458;TL;;14807;14807
1000015262;367452;TL;;14806;14806
1000015261;367446;TL;;14805;14805
1000015260;367428;FI;;126062;TE_C6520
1000015259;367420;FI;;126057;TE_D5790
1000015258;367409;TL;;14804;14804
1000015257;367395;FI;;126050;TE_64930
1000015256;367387;FI;;126035;TE_ED6E0
1000015255;367380;FI;;126045;TE_C4B60
1000015254;367373;FI;;126040;TE_06FF0
1000015253;367366;FI;;126035;TE_ED6E0
1000015252;367359;FI;;126030;TE_311A0
1000015251;367350;TL;;14803;14803
1000015250;367344;GO;;6291;4311
1000015249;367331;CO;;6243;
1000015248;367324;TL;;14802;14802
1000015247;367316;CO;;6242;
1000015246;367307;CO;;6241;
1000015245;367300;TL;;14801;14801
1000015236;367285;TK;;5001248;
1000015235;367278;BU;;3790;8883K8
1000015234;367271;HO;;CM_VNLINK6289;
1000015233;367264;HO;;CM_VNLINK6288;
1000015232;367257;BU;;3789;16OF5R
1000015231;367246;HO;;CM_VNLINK6286;
1000015231;367249;HO;;CM_VNLINK6287;
1000015230;367236;FI;;126020;TE_B1CE0
1000015229;367226;CO;;6230;
1000015228;367217;CO;;6229;
1000015227;367208;CO;;6228;
1000015226;367199;CO;;6227;
1000015225;367190;CO;;6226;
1000015224;367181;CO;;6225;
1000015223;367174;TL;;14800;14800
1000015222;367166;CO;;6224;
1000015221;367159;TL;;14799;14799
1000015220;367151;CO;;6223;
1000015219;367142;CO;;6222;
1000015218;367135;TL;;14798;14798
1000015217;367129;TK;;5001247;
1000015216;367123;BU;;3788;5OS2J3
1000015215;367116;HO;;CM_VNLINK6285;
1000015214;367104;FI;;126015;TE_E8BE0
1000015213;367093;FI;;126010;TE_F6010
1000015212;367083;FI;;126005;TE_5F260
1000015211;367068;FI;;125998;TE_27450
1000015210;367060;GA;;3296;
1000015209;367054;CO;;81;81
1000015208;367048;TL;;14797;14797
1000015207;367042;TL;;14796;14796
1000015206;367036;TL;;14795;14795
1000015205;367030;TL;;14794;14794
1000015204;367024;TL;;14793;14793
1000015203;367018;TL;;14792;14792
1000015202;367012;TL;;14791;14791
1000015201;367006;TL;;14790;14790
1000015200;367000;GA;;3295;
1000015199;366994;TL;;14789;14789
1000015198;366988;GA;;3294;
1000015197;366978;TL;;14788;14788
1000015196;366972;TK;;5001246;
1000015195;366966;GA;;3293;
1000015194;366960;TK;;5001245;
1000015193;366954;CO;;6221;
1000015192;366947;GA;;3292;
1000015191;366941;FI;;125993;TE_74170
1000015190;366934;GA;;3291;
1000015189;366928;TL;;14787;14787
1000015188;366922;FI;;125987;TE_AC590
1000015187;366915;GA;;3290;
1000015186;366909;TL;;14786;14786
1000015185;366903;TL;;14785;14785
1000015184;366897;GA;;3289;
1000015183;366891;TL;;14784;14784
1000015182;366885;GA;;3288;
1000015181;366872;FI;;125975;TE_56A90
1000015180;366861;GA;;3287;
1000015179;366853;TL;;14783;14783
1000015178;366847;GA;;3286;
1000015177;366841;GA;;3285;
1000015176;366835;FI;;125970;TE_F5590
1000015175;366828;FI;;125970;TE_F5590
1000015174;366821;TK;;5001244;
1000015173;366815;HO;;CM_VNLINK6284;
1000015172;366808;GA;;3284;
1000015171;366802;HO;;CM_VNLINK6283;
1000015170;366795;GA;;3283;
1000015169;366789;GA;;3282;
1000015168;366783;GA;;3281;
1000015167;366777;TL;;14782;14782
1000015166;366768;TL;;14781;14781
1000015165;366760;TL;;14761;14761
1000015156;366741;TL;;14755;14755
1000015155;366735;TK;;5001228;
1000015154;366727;BU;;3770;5HR217
1000015153;366713;BU;;3769;XPNZ06
1000015152;366700;BU;;3768;85IWWW
1000015151;366680;TK;;5001227;
1000015150;366674;TK;;5001226;
1000015149;366667;TK;;5001225;
1000015148;366660;TL;;14754;14754
1000015147;366640;FI;;125953;TE_22780
1000015146;366632;GO;;6274;4294
1000015145;366622;FI;;125948;TE_C0340
1000015144;366614;TL;;14753;14753
1000015143;366608;TL;;14752;14752
1000015142;366602;GO;;6273;4293
1000015141;366595;TL;;14751;14751
1000015140;366589;GO;;6272;4292
1000015139;366582;GO;;6271;4291
1000015138;366564;FI;;125938;TE_C4ED0
1000015138;366568;FI;;125943;TE_C4ED1
1000015137;366552;HO;;CM_VNLINK6276;
1000015136;366545;HO;;CM_VNLINK6275;5655
1000015135;366527;FI;;125928;TE_62070
1000015135;366531;FI;;125933;TE_62071
1000015134;366519;TL;;14750;14750
1000015133;366510;FI;;125922;TE_872A0
1000015132;366497;FI;;125917;TE_4FD90
1000015131;366485;FI;;125905;TE_7FE90
1000015130;366472;FI;;125911;TE_618B0
1000015129;366464;HO;;CM_VNLINK6274;
1000015128;366457;HO;;CM_VNLINK6273;
1000015127;366450;HO;;CM_VNLINK6272;
1000015126;366443;HO;;CM_VNLINK6271;
1000015125;366436;HO;;CM_VNLINK6270;
1000015124;366429;HO;;CM_VNLINK6269;
1000015123;366422;TL;;14749;14749
1000015122;366416;TL;;14748;14748
1000015121;366405;FI;;125905;TE_7FE90
1000015120;366397;TK;;5001224;
1000015119;366386;TL;;14744;14744
1000015118;366374;FI;;125900;TE_B3E90
1000015117;366365;FI;;125895;TE_3DBF0
1000015116;366358;TL;;14743;14743
1000015115;366352;TL;;14742;14742
1000015114;366346;TL;;14741;14741
1000015113;366340;TL;;14740;14740
1000015112;366331;TL;;14739;14739
1000015111;366320;FI;;125889;TE_440C0
1000015110;366304;FI;;125884;TE_3D310
1000015109;366288;TL;;14738;14738
1000015108;366282;TL;;14737;14737
1000015107;366276;FI;;125878;TE_78770
1000015106;366267;CO;;61;61
1000015105;366256;TL;;14736;14736
1000015104;366250;TL;;14735;14735
1000015103;366239;FI;;125872;TE_A3260
1000015102;366232;FI;;125867;TE_2D740
1000015101;366225;FI;;125862;TE_27500
1000015100;366218;HO;;CM_VNLINK6268;
1000015099;366195;TL;;14733;14733
1000015098;366185;TL;;14732;14732
1000015097;366179;TL;;14731;14731
1000015096;366173;TL;;14730;14730
1000015095;366167;TL;;14729;14729
1000015094;366142;FI;;125840;TE_DAEE0
1000015094;366149;FI;;125851;TE_DAEE1
1000015093;366131;TL;;14728;14728
1000015092;366106;FI;;125818;TE_BEA20
1000015092;366113;FI;;125829;TE_BEA21
1000015091;366095;FI;;125813;TE_E88F0
1000015090;366088;TL;;14727;14727
1000015089;366082;FI;;125808;TE_C65E0
1000015088;366056;FI;;125786;TE_1A5E0
1000015088;366063;FI;;125797;TE_1A5E1
1000015087;366045;TL;;14726;14726
1000015086;366027;FI;;125775;TE_37C51
1000015086;366020;FI;;125764;TE_37C50
1000015085;366009;TL;;14725;14725
1000015084;366003;FI;;125759;TE_55DD0
1000015083;365980;FI;;125737;TE_93570
1000015083;365986;FI;;125748;TE_93571
1000015082;365970;FI;;125732;TE_22170
1000015081;365951;FI;;125712;TE_E8B60
1000015081;365956;FI;;125723;TE_E8B61
1000015080;365925;FI;;125692;TE_F16D0
1000015080;365930;FI;;125703;TE_F16D1
1000015079;365906;FI;;125685;TE_279F0
1000015078;365893;FI;;125680;TE_27A10
1000015077;365881;FI;;125668;TE_A0000
1000015076;365874;TL;;14724;14724
1000015075;365868;FI;;125674;TE_FFFF0
1000015074;365856;FI;;125668;TE_A0000
1000015073;365849;FI;;125663;TE_03B90
1000015072;365832;FI;;125651;TE_13930
1000015072;365837;FI;;125657;TE_13931
1000015071;365821;TL;;14723;14723
1000015070;365813;HO;;CM_VNLINK6267;
1000015069;365803;FI;;125645;TE_1FCF0
1000015068;365792;TL;;14722;14722
1000015067;365786;TL;;14721;14721
1000015066;365780;TL;;14720;14720
1000015065;365774;TL;;14719;14719
1000015064;365765;TL;;14718;14718
1000015063;365759;TL;;14717;14717
1000015062;365753;TL;;14716;14716
1000015061;365747;TL;;14715;14715
1000015060;365741;TL;;14714;14714
1000015059;365735;TL;;14713;14713
1000015058;365729;TL;;14712;14712
1000015057;365723;TL;;14711;14711
1000015056;365717;TL;;14710;14710
1000015055;365711;TL;;14709;14709
1000015054;365705;TL;;14708;14708
1000015053;365697;FI;;125640;TE_1F470
1000015052;365690;TL;;14707;14707
1000015051;365684;TL;;14706;14706
1000015050;365678;TL;;14705;14705
1000015049;365672;TL;;14704;14704
1000015048;365666;TL;;14703;14703
1000015047;365660;TL;;14702;14702
1000015046;365654;TL;;14701;14701
1000015045;365648;TL;;14700;14700
1000015044;365642;TL;;14699;14699
1000015043;365636;TL;;14698;14698
1000015042;365630;TL;;14697;14697
1000015041;365624;TL;;14696;14696
1000015040;365618;TL;;14695;14695
1000015039;365612;TL;;14694;14694
1000015038;365606;TL;;14693;14693
1000015037;365600;TL;;14692;14692
1000015036;365594;TL;;14691;14691
1000015035;365588;TL;;14690;14690
1000015034;365582;TL;;14689;14689
1000015033;365576;TL;;14688;14688
1000015032;365568;HO;;CM_VNLINK6266;
1000015031;365559;HO;;CM_VNLINK6265;
1000015030;365549;CO;;57;57
1000015029;365539;CO;;56;56
1000015028;365532;CO;;55;55
1000015027;365523;CO;;54;54
1000015026;365514;TL;;14687;14687
1000015025;365507;CO;;53;53
1000015024;365499;CO;;52;52
1000015023;365489;CO;;51;51
1000015022;365479;CO;;49;49
1000015021;365472;TK;;5001206;
1000015020;365466;GO;;6253;4273
1000015019;365455;HO;;CM_VNLINK6264;5644
1000015018;365447;TK;;5001205;
1000015017;365440;GO;;6252;4272
1000015016;365431;TL;;14686;14686
1000015015;365421;TL;;14685;14685
1000015014;365411;TL;;14684;14684
1000015013;365401;TL;;14683;14683
1000015012;365391;TL;;14682;14682
1000015011;365380;HO;;CM_VNLINK6263;
1000015010;365361;FI;;125635;TE_9FDF1
1000015010;365358;FI;;125630;TE_9FDF0
1000015009;365351;GA;;3262;
1000015008;365344;TK;;5001204;
1000015007;365337;GO;;6251;4271
1000015006;365330;GA;;3261;
1000015005;365320;TL;;14681;14681
1000014987;365291;FI;;125603;TE_5DC31
1000014987;365286;FI;;125595;TE_5DC30
1000014986;365256;FI;;125586;TE_06311
1000014986;365250;FI;;125575;TE_06310
1000014985;365231;FI;;125568;TE_AD670
1000014984;365219;FI;;125558;TE_A3920
1000014983;365209;GA;;3247;
1000014982;365203;FI;;125553;TE_1FEB0
1000014981;365191;TK;;5001187;
1000014980;365180;GO;;6241;4261
1000014979;365173;GO;;6240;4260
1000014978;365166;GO;;6239;4259
1000014977;365155;GO;;6238;4258
1000014976;365148;BU;;3753;9K16OY
1000014975;365141;BU;;3752;I907TA
1000014974;365130;HO;;CM_VNLINK6244;5624
1000014973;365119;HO;;CM_VNLINK6243;5623
1000014972;365109;TK;;5001186;
1000014971;365100;TL;;14679;14679
1000014970;365091;TL;;14678;14678
1000014969;365084;BU;;3751;1W4N5I
1000014968;365076;GO;;6237;4257
1000014967;365069;GO;;6236;4256
1000014966;365059;GO;;6235;4255
1000014965;365049;GA;;3246;
1000014964;365040;CO;;6201;
1000014963;365031;TL;;14677;14677
1000014962;365025;GO;;6234;4254
1000014961;365018;GO;;6233;4253
1000014960;365007;TL;;14676;14676
1000014959;365001;GA;;3245;
1000014958;364995;TK;;5001185;
1000014957;364974;FI;;125532;TE_2C3B0
1000014957;364981;FI;;125542;TE_2C3B1
1000014956;364964;FI;;125527;TE_2DC10
1000014955;364938;FI;;125501;TE_7E9B0
1000014955;364946;FI;;125514;TE_7E9B1
1000014954;364925;TK;;5001184;
1000014953;364918;GA;;3244;
1000014952;364912;GO;;6232;4252
1000014951;364905;GO;;6231;4251
1000014950;364896;FI;;125496;TE_F2310
1000014949;364889;BU;;3750;36M4EG
1000014948;364865;FI;;125471;TE_75920
1000014948;364872;FI;;125484;TE_75921
1000014947;364853;BU;;3749;65L19C
1000014946;364835;HO;;CM_VNLINK6224;
1000014946;364838;HO;;CM_VNLINK6225;
1000014945;364821;FI;;125466;TE_9FEC0
1000014926;364799;TL;;14675;14675
1000014925;364792;FI;;125461;TE_17A30
1000014924;364784;TL;;14674;14674
1000014923;364777;FI;;125455;TE_874B0
1000014922;364767;HO;;CM_VNLINK6223;
1000014921;364759;FI;;125449;TE_9CB00
1000014920;364750;FI;;125443;TE_87811
1000014920;364747;FI;;125437;TE_87810
1000014919;364740;FI;;125427;TE_EBDF0
1000014918;364733;FI;;125421;TE_2FEF0
1000014917;364726;FI;;125432;TE_36200
1000014916;364715;BU;;3748;ICW5S4
1000014915;364708;FI;;125427;TE_EBDF0
1000014914;364701;FI;;125421;TE_2FEF0
1000014913;364694;FI;;125415;TE_9AE10
1000014912;364687;FI;;125410;TE_2B200
1000014911;364678;TL;;14673;14673
1000014910;364672;GA;;3243;
1000014909;364666;TL;;14672;14672
1000014908;364660;TL;;14671;14671
1000014907;364654;GA;;3242;
1000014906;364648;GA;;3241;
1000014905;364640;TL;;14668;14668
1000014890;364620;TL;;14666;14666
1000014889;364610;TL;;14665;14665
1000014888;364604;TL;;14664;14664
1000014887;364594;TL;;14663;14663
1000014886;364588;TL;;14662;14662
1000014885;364580;TL;;14661;14661
1000014876;364555;TK;;5001183;
1000014875;364549;GA;;3240;
1000014874;364543;GO;;6215;4234
1000014873;364536;TK;;5001182;
1000014872;364530;GA;;3239;
1000014871;364524;GO;;6214;4233
1000014870;364517;GO;;6213;4232
1000014869;364510;GO;;6212;4231
1000014868;364502;TK;;5001181;
1000014867;364495;GA;;3238;
1000014866;364485;GA;;3237;
1000014865;364479;TL;;14656;14656
1000014864;364473;GA;;3236;
1000014863;364462;GO;;6211;4230
1000014863;364459;GO;;6210;4230
1000014862;364452;FI;;125400;TE_EB380
1000014861;364444;TK;;5001180;
1000014860;364437;GA;;3235;
1000014859;364413;GO;;6203;4229
1000014859;364419;GO;;6206;4229
1000014859;364407;GO;;6199;4229
1000014859;364416;GO;;6204;4229
1000014859;364392;GO;;6195;4229
1000014859;364410;GO;;6201;4229
1000014859;364422;GO;;6208;4229
1000014859;364400;GO;;6197;4229
1000014858;364393;GO;;6209;4228
1000014858;364388;GO;;6207;4228
1000014858;364374;GO;;6198;4228
1000014858;364368;GO;;6194;4228
1000014858;364384;GO;;6205;4228
1000014858;364378;GO;;6200;4228
1000014858;364371;GO;;6196;4228
1000014858;364381;GO;;6202;4228
1000014857;364361;GO;;6193;4227
1000014856;364340;GO;;6189;4226
1000014856;364337;GO;;6188;4226
1000014856;364346;GO;;6191;4226
1000014856;364343;GO;;6190;4226
1000014856;364349;GO;;6192;4226
1000014856;364334;GO;;6187;4226
1000014855;364322;CO;;28;28
1000014854;364315;GA;;3234;
1000014853;364304;CO;;27;27
1000014852;364292;CO;;26;26
1000014851;364281;TL;;14655;14655
1000014850;364270;CO;;25;25
1000014849;364263;GA;;3233;
1000014848;364213;GO;;6175;4225
1000014848;364222;GO;;6178;4225
1000014848;364231;GO;;6181;4225
1000014848;364225;GO;;6179;4225
1000014848;364234;GO;;6182;4225
1000014848;364216;GO;;6176;4225
1000014848;364228;GO;;6180;4225
1000014848;364243;GO;;6185;4225
1000014848;364240;GO;;6184;4225
1000014848;364246;GO;;6186;4225
1000014848;364237;GO;;6183;4225
1000014848;364219;GO;;6177;4225
1000014847;364206;GA;;3232;
1000014846;364199;TK;;5001179;
1000014845;364192;FI;;125395;TE_FCE60
1000014844;364184;TK;;5001178;
1000014843;364177;TK;;5001177;
1000014842;364171;GA;;3231;
1000014841;364164;TK;;5001176;
1000014840;364153;GO;;6173;4224
1000014840;364156;GO;;6174;4224
1000014839;364145;CO;;21;21
1000014837;364115;FI;;125374;TE_ED2E0
1000014836;364100;TL;;14654;14654
1000014835;364094;TL;;14653;14653
1000014834;364088;FI;;125389;TE_F8060
1000014833;364081;TL;;14652;14652
1000014832;364075;TL;;14651;14651
1000014831;364068;TK;;5001175;
1000014830;364061;TL;;14650;14650
1000014829;364055;TL;;14649;14649
1000014828;364049;TL;;14648;14648
1000014827;364042;FI;;125384;TE_62C91
1000014827;364039;FI;;125379;TE_62C90
1000014826;364032;TL;;14647;14647
1000014825;364026;FI;;125374;TE_ED2E0
1000014824;364010;GO;;6170;4223
1000014824;364013;GO;;6171;4223
1000014824;364007;GO;;6169;4223
1000014824;364016;GO;;6172;4223
1000014823;363996;GA;;3230;
1000014822;363990;FI;;125369;TE_B4000
1000014821;363983;FI;;125369;TE_B4000
1000014820;363972;XE;;1081;08461263f9d20dce7a88d23bd82b3922
1000014819;363964;GO;;6168;4222
1000014819;363958;GO;;6166;4222
1000014819;363961;GO;;6167;4222
1000014818;363949;GO;;6165;4221
1000014818;363943;GO;;6163;4221
1000014818;363946;GO;;6164;4221
1000014817;363936;TL;;14646;14646
1000014816;363930;GA;;3229;
1000014815;363924;TK;;5001174;
1000014814;363917;TK;;5001173;
1000014813;363910;TK;;5001172;
1000014812;363904;TK;;5001171;
1000014811;363897;TK;;5001170;
1000014810;363890;GA;;3228;
1000014809;363884;GA;;3227;
1000014808;363876;TL;;14645;14645
1000014807;363856;GO;;6161;4220
1000014807;363859;GO;;6162;4220
1000014807;363832;GO;;6153;4220
1000014807;363844;GO;;6157;4220
1000014807;363835;GO;;6154;4220
1000014807;363838;GO;;6155;4220
1000014807;363841;GO;;6156;4220
1000014807;363853;GO;;6160;4220
1000014807;363847;GO;;6158;4220
1000014807;363826;GO;;6151;4220
1000014807;363850;GO;;6159;4220
1000014807;363829;GO;;6152;4220
1000014806;363819;TL;;14644;14644
1000014805;363813;TK;;5001169;
1000014804;363807;GO;;6150;4219
1000014803;363800;GA;;3226;
1000014802;363794;GO;;6149;4218
1000014801;363786;TK;;5001168;
1000014800;363751;GO;;6142;4217
1000014800;363760;GO;;6145;4217
1000014800;363739;GO;;6138;4217
1000014800;363754;GO;;6143;4217
1000014800;363748;GO;;6141;4217
1000014800;363742;GO;;6139;4217
1000014800;363766;GO;;6147;4217
1000014800;363745;GO;;6140;4217
1000014800;363757;GO;;6144;4217
1000014800;363769;GO;;6148;4217
1000014800;363763;GO;;6146;4217
1000014799;363731;TK;;5001167;
1000014798;363724;GA;;3225;
1000014797;363718;GO;;6137;4216
1000014796;363711;TL;;14643;14643
1000014795;363705;TL;;14642;14642
1000014794;363699;GO;;6136;4215
1000014793;363688;GO;;6134;4214
1000014793;363691;GO;;6135;4214
1000014792;363681;GO;;6133;4213
1000014791;363674;GA;;3224;
1000014790;363668;GA;;3223;
1000014789;363662;TL;;14641;14641
1000014788;363652;TL;;14640;14640
1000014787;363646;GO;;6132;4212
1000014786;363637;TK;;5001166;
1000014785;363625;GA;;3222;
1000014784;363619;TL;;14639;14639
1000014783;363613;GA;;3221;
1000014782;363601;TL;;14638;14638
1000014781;363595;FI;;125364;TE_AB6F0
1000014780;363584;TL;;14637;14637
1000014779;363574;TL;;14636;14636
1000014778;363564;FI;;125359;TE_40620
1000014777;363553;TL;;14635;14635
1000014776;363547;TL;;14634;14634
1000014775;363537;FI;;125354;TE_B73E0
1000014774;363526;TL;;14633;14633
1000014773;363516;FI;;125349;TE_D2B80
1000014772;363504;TK;;5001165;
1000014771;363493;CO;;6181;
1000014770;363482;CO;;6180;
1000014769;363463;FI;;125343;TE_72790
1000014768;363456;TL;;14632;14632
1000014767;363450;TL;;14631;14631
1000014766;363436;TL;;14630;14630
1000014765;363430;FI;;125338;TE_03880
1000014764;363419;TL;;14629;14629
1000014763;363413;TL;;14628;14628
1000014762;363399;TL;;14627;14627
1000014761;363393;FI;;125333;TE_8EEF0
1000014760;363382;TL;;14626;14626
1000014759;363372;TL;;14625;14625
1000014758;363366;FI;;125328;TE_8EF60
1000014757;363355;TL;;14624;14624
1000014756;363348;FI;;125323;TE_BF820
1000014755;363340;FI;;125318;TE_E73E0
1000014754;363333;TL;;14623;14623
1000014753;363327;TL;;14622;14622
1000014752;363321;HO;;CM_VNLINK6211;
1000014751;363314;HO;;CM_VNLINK6210;
1000014750;363307;HO;;CM_VNLINK6209;
1000014749;363300;FI;;125313;TE_14090
1000014748;363292;FI;;125308;TE_FB0A0
1000014747;363284;FI;;125303;TE_05D80
1000014746;363277;FI;;125298;TE_F5720
1000014745;363270;FI;;125292;TE_3D090
1000014744;363262;FI;;125286;TE_BA510
1000014743;363254;FI;;125280;TE_3CFA0
1000014742;363247;FI;;125274;TE_47C20
1000014741;363240;FI;;125269;TE_BDD80
1000014740;363233;HO;;CM_VNLINK6208;
1000014736;363214;HO;;CM_VNLINK6207;
1000014735;363207;HO;;CM_VNLINK6206;
1000014734;363200;FI;;125263;TE_C51E0
1000014733;363193;FI;;125257;TE_8B160
1000014732;363184;TK;;5001164;
1000014731;363176;GO;;6131;4211
1000014730;363169;FI;;125252;TE_BF470
1000014729;363162;FI;;125252;TE_BF470
1000014728;363155;FI;;125247;TE_FBD20
1000014727;363144;TL;;14618;14618
1000014726;363138;FI;;125242;TE_560E0
1000014725;363127;TL;;14617;14617
1000014724;363121;FI;;125197;TE_BA2B0
1000014723;363110;CO;;6179;
1000014722;363103;FI;;125237;TE_70BE0
1000014721;363088;FI;;125237;TE_70BE0
1000014720;363081;TL;;14616;14616
1000014719;363075;HO;;CM_VNLINK6205;
1000014718;363068;HO;;CM_VNLINK6204;
1000014717;363061;FI;;125232;TE_DE5A0
1000014716;363054;TL;;14615;14615
1000014715;363048;TL;;14614;14614
1000014714;363042;CO;;6178;
1000014713;363031;TL;;14613;14613
1000014712;363025;CO;;6177;
1000014711;363018;TL;;14612;14612
1000014710;363004;FI;;125232;TE_DE5A0
1000014709;362997;TL;;14611;14611
1000014708;362987;FI;;125227;TE_35710
1000014707;362980;TL;;14610;14610
1000014706;362974;FI;;125217;TE_B01A0
1000014705;362963;CO;;6176;
1000014704;362956;FI;;125217;TE_B01A0
1000014703;362945;GO;;6114;4193
1000014702;362934;TL;;14609;14609
1000014701;362928;FI;;125222;TE_088F0
1000014700;362917;FI;;125217;TE_B01A0
1000014699;362910;TK;;5001155;
1000014698;362900;XE;;1062;37b507f97bc89a1c3a144501691df1de
1000014697;362890;HO;;CM_VNLINK6203;
1000014696;362883;TK;;5001154;
1000014695;362873;HO;;CM_VNLINK6202;5592
1000014694;362862;HO;;CM_VNLINK6201;5591
1000014693;362855;TK;;5001153;
1000014692;362849;FI;;125212;TE_77C30
1000014691;362842;GO;;6113;4192
1000014690;362835;GA;;3203;
1000014689;362829;TK;;5001152;
1000014688;362823;HO;;CM_VNLINK6200;
1000014687;362816;HO;;CM_VNLINK6199;
1000014686;362809;HO;;CM_VNLINK6198;
